photo,moderation,import,vues,telechargements,jaime,evenement,titre,mots_cles
11017570,refusée,2022-01-30,342,6,1,non,"Free stock photo of agricultural, agriculture, art","agricultural, agriculture, art, sun, wool"
12473320,refusée,2022-06-12,342,5,1,non,Bouquet citadin,"church, city, flowers, pink, vegetation"
13102229,refusée,2022-08-05,342,5,1,non,Doux rêves,"beautiful sky, color gradient, colorful, dream, skyline"
10394847,refusée,2021-11-30,341,3,1,non,"Free stock photo of light bulb, purple, purple flower","light bulb, purple, purple flower"
13065295,refusée,2022-08-02,341,5,1,non,Six frères fendent le ciel,"anomaly, green tree, leaves, light green background, nature, tourism, trees"
16101474,refusée,2023-03-27,341,6,2,non,60 ans,"communist, demonstration, elected official, flags, france, motorcade, movilization, outside, protester, red, red flag, social, young, young people"
10688244,refusée,2021-12-30,340,6,1,non,"Free stock photo of amethyst, flower, plant","amethyst, flower, plant, planta, purple, stone"
18935321,refusée,2023-10-30,340,3,2,oui,Bijoux d’éducation,"bracelet, composition, dessin, drawing, earphone, earphones, jewellery, jewelry, money, necklace, notebook, orange, paper, scholastic"
12484797,refusée,2022-06-13,339,7,1,non,Ecrin verdoyant,"architecture, cathedral, church, famous landmark, gray sky, green, historical monument, landmark, nature"
18998193,refusée,2023-11-03,339,2,1,oui,Elegance fantomatique,"beard, black and white, elegance, insurance, man, short hair, stylish, suit, trade, umbrella"
10535792,refusée,2021-12-13,338,6,0,non,"Free stock photo of bird, clock, craft","bird, clock, craft, hour, wall clock, wood"
12441049,refusée,2022-06-09,337,5,1,non,Kawa,"coffee, coffee art, coffee lover, french style, tablesooon"
13142734,refusée,2022-08-08,337,5,1,non,Ombres végétales,"contrast, forest, mountain, road, shadow, tree"
10757956,refusée,2022-01-05,336,4,2,non,"Free stock photo of city, house, street","city, house, street, tree, winter"
11497010,refusée,2022-03-16,336,6,1,non,Lettre du journal : Lettres Françaises,"man, newspaper, playback"
10804000,refusée,2022-01-10,335,2,1,non,"Free stock photo of long exposure, nature, river","long exposure, nature, river, water"
13117680,refusée,2022-08-06,333,5,1,non,Maternité,"animals, calf, cow, fielet, mother, motherhood, nature"
10347221,refusée,2021-11-25,332,3,1,non,"Free stock photo of book, collection of books","book, collection of books"
13125670,refusée,2022-08-07,332,5,1,non,Avant,"ancient, black and white, forest, mountain, mountain village, nature, village"
13142731,refusée,2022-08-08,332,5,1,non,Brise d'été,"cereal, flashing light, plant, planta, sun, tree, wheat"
12076680,refusée,2022-05-09,331,8,1,non,Besoin d'une cabine?,"demonstration, english, phone box"
10452966,refusée,2021-12-05,330,3,1,non,"Free stock photo of barrier, dark background, prison","barrier, dark background, prison"
10767076,refusée,2022-01-06,330,7,1,non,"Free stock photo of architecture, bridge, city","architecture, bridge, city, river, water"
11323389,refusée,2022-02-28,330,5,1,non,Découverte de Thrace,"ciel, ciel nuageux, cloudy sky, journal, lecture, sky"
11497005,refusée,2022-03-16,330,5,1,non,Sombres nouvelles : Lettres françaises,"man, newspaper"
10365716,refusée,2021-11-27,329,4,2,non,"Free stock photo of flower, spring, spring flower","flower, spring, spring flower"
16093235,refusée,2023-03-26,329,6,1,non,Plum 23,"black and white cat, cat, portrait, portrait photography"
11041007,refusée,2022-02-01,328,6,1,non,"Free stock photo of candy, figure, sugar","candy, figure, sugar, toy, treat"
12443176,refusée,2022-06-09,328,4,0,non,Toits Pictaves,"beige, dwelling, houses, mansion"
10543529,refusée,2021-12-14,327,5,1,non,"Free stock photo of bauble, christmas, christmas atmosphere","bauble, christmas, christmas atmosphere, christmas tree, garlands, guirlandes"
16101468,refusée,2023-03-27,327,5,0,non,Drapeau rouge,"communist, demonstration, elected official, flags, france, motorcade, movilization, outside, protester, red, red flag, social, young, young people"
10431296,refusée,2021-12-03,326,3,0,non,"Free stock photo of big ben, chamber, english","big ben, chamber, english, harp"
10644439,refusée,2021-12-25,326,5,1,non,"Free stock photo of blue, blue background, light blue","blue, blue background, light blue, mockup, sailing ships, ship, water"
12063477,refusée,2022-05-07,326,5,1,non,Eglise édifiante,"baby blue, church"
12484812,refusée,2022-06-13,326,4,1,non,Canarded,"busking, duck, graffiti, graffiti art, stairs, street"
13041935,refusée,2022-07-31,326,6,1,non,Chapelle de Longemer,"beautiful sky, bright sky, chapel, church, cloud, faith, religious art, religious belief"
10556063,refusée,2021-12-15,325,6,1,non,"Free stock photo of beautiful flower, beauty of nature, lens flare","beautiful flower, beauty of nature, lens flare, marsh, nature, river bank, summer"
10486478,refusée,2021-12-08,324,4,1,non,"Free stock photo of car, france, green background","car, france, green background, green trees, recycling bin, trash"
10669795,refusée,2021-12-28,324,6,1,non,"Free stock photo of bokeh, cat, portrait","bokeh, cat, portrait"
10745565,refusée,2022-01-04,323,5,0,non,"Free stock photo of blackboard, green background, leaf","blackboard, green background, leaf, still life"
11497009,refusée,2022-03-16,323,6,1,non,Prise d'information : Lettres Françaises,"man, newspaper"
11897642,refusée,2022-04-22,323,7,1,non,Bourse du travail,"old buildings, union"
12581745,refusée,2022-06-23,323,4,1,non,Défiant le ciel,"grey, historical architecture, lamppost, sky, stone"
10375506,refusée,2021-11-28,322,2,1,non,"Free stock photo of hdr, tree","hdr, tree"
10535821,refusée,2021-12-13,322,6,1,non,"Free stock photo of basket, black and white, nutshell","basket, black and white, nutshell, walnuts, wicker basket"
11932587,refusée,2022-04-25,322,7,1,non,Mairie renversée,"cityhall, france"
12581896,refusée,2022-06-23,322,4,1,non,Invasion végétale,"city, dark green plants, green, life, nature, outdoors, plant, planta, vegetation, wide angle"
11891040,refusée,2022-04-21,320,7,1,non,Canards,"duck, ducks"
12461417,refusée,2022-06-11,319,5,1,non,Une merveille face à la la beauté,"beautiful girl, city, landscape, overgrown, plant, planta, vegetation, wall, white"
19047674,refusée,2023-11-07,319,3,1,oui,Statue de la liberté,"backlit, blue sky, grain, landmark, statue, statue of liberty, stone"
10634272,refusée,2021-12-24,318,2,0,non,"Free stock photo of dough, france, gherkins","dough, france, gherkins, kitchen, restaurant"
10652195,refusée,2021-12-26,318,6,1,non,"Free stock photo of river, river bank, root","river, river bank, root, roots, water"
11876963,refusée,2022-04-20,318,7,1,non,Sur les quais du Covid,"black and white, covid 19 photo, covid19, railway platform, station"
13034675,refusée,2022-07-30,318,7,2,non,Bleu marin,"baby blue, beautiful sky, blue, blue background, cloud, sky cloud"
10683520,refusée,2021-12-30,317,6,1,non,"Free stock photo of bauble, christmas, decoration","bauble, christmas, decoration"
10473138,refusée,2021-12-07,316,2,1,non,"Free stock photo of alleyway, dark background, night","alleyway, dark background, night, old street, old town, street"
11497008,refusée,2022-03-16,316,5,1,non,Assoupi sous les Lettres Françaises,"man, newspaper"
11897639,refusée,2022-04-22,316,8,1,non,Colvert,"duck, mallard, park"
10591398,refusée,2021-12-19,315,3,1,non,"Free stock photo of black and white, black and white background, blonde","black and white, black and white background, blonde, man, park, yellow hair"
10597431,refusée,2021-12-20,315,6,1,non,"Free stock photo of beautiful flower, pink, pink background","beautiful flower, pink, pink background"
10556139,refusée,2021-12-15,313,6,1,non,"Free stock photo of adventure, bokeh, fir cone","adventure, bokeh, fir cone, gaming, product shot, staged, video games"
10659494,refusée,2021-12-27,313,3,1,non,"Free stock photo of cloud, effet miroir, forest","cloud, effet miroir, forest, lake, lakeside, leaf, mirror effect, nature, water, winter"
11294895,refusée,2022-02-25,313,6,1,non,Lecteur des Lettres Françaises,"ancient, cloudy skies, newspaper, playback, portrait, squeezed"
13058086,refusée,2022-08-01,313,5,1,non,Voûte céleste,"baby blue, beautiful sky, blue background, cloudy skies, fisheye"
10524139,refusée,2021-12-12,312,5,2,non,"Free stock photo of river bank, tree, vienna","river bank, tree, vienna"
11496894,refusée,2022-03-16,312,7,1,non,Boule à neige,"at home, light effect, santa claus, snowglobe"
12473274,refusée,2022-06-12,311,4,1,non,"Chat noir, vitrine d'espoir","animal, black, black cat, cat, feline, fur animal, home showcase interior, shop window"
13058158,refusée,2022-08-01,311,5,1,non,Xonrupt Carte postale,"cloudy skies, forest, lake, mountain, mountain ridge, postcard, rower"
12976396,refusée,2022-07-25,309,5,1,non,Chemin de bois,"contrast, dark forest background, forest, forest adventure, forest background, green background, green tree, path, tree"
10347211,refusée,2021-11-25,308,3,1,non,"Free stock photo of beautiful landscape, house, roofing","beautiful landscape, house, roofing"
10504042,refusée,2021-12-10,308,3,1,non,"Free stock photo of green tree, open space, outdoors","green tree, open space, outdoors, park"
13009520,refusée,2022-07-28,308,5,1,non,Village Vosgien,"mountain ridge, mountain side, village, white sky"
12976374,refusée,2022-07-25,307,5,1,non,Basilique de Nancy,"architecture, basilica, christian, church, faith, historical monument, nancy, religion"
13009542,refusée,2022-07-28,307,5,1,non,Crépuscule de nos rêves,"pink clouds, sunset sky, twilight sky"
13034692,refusée,2022-07-30,307,5,1,non,Baiser de Xonrupt,"beautiful landscape, forest background, lake, tree, water"
39532048,retenue,2026-09-15,306,1,0,non,Vibrant Pink Cosmos Flower in Sunlight,"background, bloom, blossom, bokeh, botanical, botanical photography, botany, bright colors, budding, close-up, composition, contrast, cosmos, cosmos bipinnatus, decorative, environment, flora, floral, flower, garden, garden photography, gardening, horticulture, landscape, landscaping, macro, natural, natural beauty, nature, ornamental, outdoors, pastel, petals, pink flower, plant, pollen, seasonal, sharp focus, spring, summer, texture, vibrant, warm colors, wildflower, young plant"
13041926,refusée,2022-07-31,305,4,1,non,Lac éclatant,"cloudy skies, lake, mountain, mountain side, nature, stump"
10644428,refusée,2021-12-25,304,5,1,non,"Free stock photo of artifact, artifacts, beautiful sunset","artifact, artifacts, beautiful sunset, greenery, hdr, stairs, steps, sun"
10565065,refusée,2021-12-16,303,3,1,non,"Free stock photo of black roses, dead, flower bouquets","black roses, dead, flower bouquets, roses, vase, withered"
10581933,refusée,2021-12-18,302,6,1,non,"Free stock photo of big wheel, black and white, christmas market","big wheel, black and white, christmas market, funfair, winter"
10634288,refusée,2021-12-24,302,3,1,non,"Free stock photo of beauty in nature, green background, green tree","beauty in nature, green background, green tree, nature, tree"
11497007,refusée,2022-03-16,302,5,0,non,Où donner de la tête?,"man, newspaper"
10625741,refusée,2021-12-23,301,6,1,non,"Free stock photo of entrance, french, kitchen","entrance, french, kitchen, meal, pie chart, restaurant"
11496895,refusée,2022-03-16,300,5,1,non,Fleur de papiers,"flower, paper craft"
13020345,refusée,2022-07-29,299,5,1,non,Clocher,"architecture, baby blue, bell tower, church, sun down, sunset"
11497006,refusée,2022-03-16,296,2,0,non,Lettres Française : découverte,"man, newspaper"
12998724,refusée,2022-07-27,294,5,0,non,Façade éblouissante,"backlit, city centre, facade, light effects, ring light, sun glare, sunlight"
13058109,refusée,2022-08-01,294,4,1,non,Abords de rivière,"boulder, dark water, moss, nature, pebbles, river bank"
10572711,refusée,2021-12-17,293,7,1,non,"Free stock photo of golden, golden sunset, ivy","golden, golden sunset, ivy, plants, road"
13009455,refusée,2022-07-28,292,5,1,non,Montagne Vosgienne,"cloudy skies, fielet, forest background, mountain ridge, mountain side, nature"
13065309,refusée,2022-08-02,290,4,1,non,Usine de mère nature,"cloudy skies, column, forest, mountain, nature, old factory"
17734823,refusée,2023-07-26,288,3,1,non,Mont-Dol,"barrier, bretagne, green, lake, nature, relaxation, vegetation, water, water lily, wheat, wood"
17768576,refusée,2023-07-28,285,3,1,non,Romance verte,"beauty of nature, blue, green, green tree, house, life, on the move, water"
17768573,refusée,2023-07-28,259,3,1,non,Pont pictave,"architecture, bridge, lightleak, sun, water"
39386271,retenue,2026-09-05,247,3,0,non,"Monument aux Girondins Fountain in Bordeaux, France","artistic, artistic expression, bordeaux, bordelais, bronze sculptures, city landmark, city square, classic architecture, classical sculpture, cultural heritage, daytime, decorative art, equestrian statues, europe, european architecture, european tourism, famous landmark, fountain, fountain details, france, french culture, gironde, heritage, historical monument, historical site, horse, iconic, landmamrk, landmark, monument, monument aux girondins, mythology, neoclassical, nouvelle-aquitaine, outdoor, outdoors, photography, place des quinconces, public art, sculpture, statue, stone sculpture, summer, tourist attraction, travel destination, urban scenery, verdigris, water"
19059636,refusée,2023-11-08,238,2,1,non,Essence,"backgroud, background, black and white, fuel, gas, vintage"
39516999,retenue,2026-09-14,238,1,0,non,Elegant Architectural Details in Spanish Setting,"architectural ornament, architecture, art deco, artistic, balustrade, building detail, cityscape, classic architecture, decorative, elegant design, españa, europe, european style, glass roof, historic, historical design, ironwork, lamp post, metal roof, metalwork, outdoor, outdoor lighting, outdoor stairs, rooftop, spain, spanish architecture, stairs, stone balustrade, street lamp, sunlight, sunny day, telefoto, urban, urban landscape, vintage lamp"
22674081,refusée,2024-04-26,220,1,2,non,Le dormeur,"abstract, bristles, cat, pet, portrait, sleep, sleeps, sommeil"
19059634,refusée,2023-11-08,218,1,0,non,Soleil perçant,"contrast, house, rooftop, shadows, sun"
19047675,refusée,2023-11-07,216,1,1,non,Déchets,"cars, plastic, trash, waste, waste management"
19059625,refusée,2023-11-08,216,1,1,non,Fracture,"backgroud, background, glass, impact, minimalist, minimalist background, texture"
19059623,refusée,2023-11-08,215,1,0,non,"Free stock photo of bike, black and white, city","bike, black and white, city, escalator, escalators, market, vintage"
18994935,refusée,2023-11-03,211,1,1,non,En déplacement,"beard, cap, escalator, mall, man, staircases"
19047680,refusée,2023-11-07,208,1,1,non,"Free stock photo of architecture, motion, people","architecture, motion, people, persons, women"
19059640,refusée,2023-11-08,208,1,1,non,"Free stock photo of flowers, geometry, green","flowers, geometry, green, handsome, nature, red, tree in blossom, white"
19047682,refusée,2023-11-07,205,1,1,non,Soleil sans éclairage,"abstract, clouds, lamp, lamppost, shadow, sun"
19059606,refusée,2023-11-08,205,1,0,non,Station,"black and white, fuel, gas, vintage"
19654398,refusée,2023-12-28,203,2,1,non,Chiot,"baby dog, dog, doudou, fabrics, green, hook, internet, knitwear, pup, stuffed animal"
19059635,refusée,2023-11-08,202,1,1,non,Balcon Pictave,"balcony, city, red bricks, shutters, urban, vintage"
19059639,refusée,2023-11-08,202,2,1,non,"Free stock photo of fir cone, minimalist, tree","fir cone, minimalist, tree"
19059637,refusée,2023-11-08,201,1,1,non,Briques,"brick, brick building, pink, stone, texture, white"
19047671,refusée,2023-11-07,200,1,1,non,Portraits sans visages,"colorful, elegance, mall, men, sepia tone, trade, umbrella, vintage"
19047677,refusée,2023-11-07,199,1,1,non,Verdoyant,"backgroud, background, green, leaves, light, lightleak, nature"
19654381,refusée,2023-12-28,199,1,2,non,Face of red,"cat, chair, geometry, lines, portrait, portraiture, red light, transparency"
19059638,refusée,2023-11-08,198,1,1,non,Mur de couleurs,"color gradient, colors, house, nature"
20315377,refusée,2024-02-19,197,1,2,non,café lointain,"bokeh, chocolate, coffee, syrup, table, three, warm, white, white chocolate"
22125756,refusée,2024-04-22,197,0,1,non,Flèche d'acier,"blue, blue sky, clouds, glass, intense, modern, shadows, steel"
23409059,refusée,2024-05-04,197,1,2,non,Portrait félin,"angora, cat, house, noise, pet, portrait, profile, vintage"
29170694,refusée,2024-10-30,197,0,0,non,Empilement,"art, backgound, backgroud, background, boulder, contrast, earth, encounter, exploration, finding, green, grey, heat, lightleak, moss, nature, net, relaxation, steps, stone, tree, voyage, weather, yellow"
21992037,refusée,2024-04-21,195,1,2,non,La vie à la ferme,"black, blue, blue sky, cat, contrast, farm, farmer, grandpa, green, nature, portrait"
20315376,refusée,2024-02-19,193,2,1,non,L’heure d’hier,"ancient, gold, horology, jewel, orange, pattern, sober, watch chain, weather, weather gear, wristwatch"
18890993,refusée,2023-10-26,192,1,1,non,"Nature, encore et toujours","branches, desaturated, forest adventure, green, nature, overgrown, river, river bank, trees, vegetation, water"
18458017,refusée,2023-09-21,191,2,1,non,Etudiant sur sa route,"after rain, arc en ciel, buses, pupil, rain water, rainbow, rainbow background, schoolbus, trees"
18890995,refusée,2023-10-26,191,1,2,non,Jaune,"animal, aquatic, fish, water, yellow"
18964815,refusée,2023-11-01,191,1,1,non,"Free stock photo of architecture, cityhall, cloudy skies","architecture, cityhall, cloudy skies, cream colour, flags, landmark, mother of pearl, windows"
19509151,refusée,2023-12-15,189,1,0,non,Eclat,"abstract, artifact, flashing light, green"
19509156,refusée,2023-12-15,189,1,1,non,Structure,"architecture, black and white, chair, chill atmosphere, lines and curves, steel"
21992034,refusée,2024-04-21,188,0,2,non,Rencontre du marais,"agriculture, black and white cat, cat, farm, looking around, nature, wildlife"
21992039,refusée,2024-04-21,188,0,0,non,Il marche,"city, cross, man, phone, work"
19983129,refusée,2024-01-24,187,1,1,non,Pizza,"cheese, fork, fresh cream, hdr, larten, make pizza, pizza, pizza oven, red, scissors, table, tablesooon, white, wood"
39517000,retenue,2026-09-14,187,0,0,non,Historic Plateresque Building in Spain,"architectural, architecture, artistry, blue sky, building, camino de santiago, classic, classic architecture, columns, cultural heritage, culture, daytime, decorative, detailed, espagne, europe, european architecture, facade, heritage, heritage site, historic, historic building, historic site, history, landmamrk, landmark, ornate, outdoors, parador, plateresque, railings, route, sky, spain, spanish architecture, stone, stonework, structure, sunny, tourism, tourist destination, travel, window"
18780101,refusée,2023-10-17,184,1,1,non,"Limoges, Limoges","architecture, bright light, clouds, hdr, morning sky, park, stone building"
18986604,refusée,2023-11-02,184,1,0,non,Pluie pistage,"dazzling sun, engin de chantier, house, rain, sun, water, work"
21952373,refusée,2024-04-20,183,0,1,non,Cuisine française,"desaturated, food corner, kitchen, light, relaxation"
22591348,refusée,2024-04-24,183,0,1,non,Nuages duveteux,"azura, black, blue, city, cloud, fluffy, grey, habitations, houses, roofing"
31514841,refusée,2025-04-06,183,0,0,non,Pomme de pin,"branch, brown color, fir cone, green, nature, plant macro, relaxation, wallpaper, zoom"
31514850,refusée,2025-04-06,183,0,0,non,Blanche nature,"bokeh, branch, budding, effect, flowers, life, nature, relaxation, spring vibe, stylized, white"
18890794,refusée,2023-10-26,182,1,1,non,Cathédrale de Poitiers,"architecture, cathedral, church, clear blue sky, contrast, garden, landmark, portal, stone, vegetation"
29169890,refusée,2024-10-30,180,0,0,non,Eglise,"ancient, architecture, balcony, bar, batiment, building, chilly, church, east, faith, light, religion, restaurant, stone, summer, summery, tourism, vintage"
18890992,refusée,2023-10-26,179,1,1,non,Saint,"church, desaturated, stone, white"
27681005,refusée,2024-08-10,179,0,0,non,L’atlantique,"aquatic, backgroud, background, beach, beautiful sunset, blue, colorful sky, evening, hue, nature, nuances, ocean, orange, romantic, simple, skyline, sober, sun, water, waves, yellow"
18890798,refusée,2023-10-26,178,1,1,non,Cathédrale au matin,"architecture, blue, cathedral, church, clear blue sky, contrast, massive, stone, white"
22591345,refusée,2024-04-24,178,0,1,non,Vie des champs,"blue, blue sky, contrast, countryside, farmer, farmer women, green, greenery, stick, tree, vegetation, walkign stick, woman"
22667988,refusée,2024-04-25,178,0,1,non,Ciel vert,"green, leaf, tree"
29136752,refusée,2024-10-28,178,1,0,non,Le marais,"adventure, barque, beautiful wallpaper, boat, handsome, harmonious design, marsh, nature, plant, planta, portrait, symmetry, tourism, tree, vegetable, vegetale, vegitable"
18890994,refusée,2023-10-26,176,1,1,non,Brut,"crude, painting, trash, yellow"
23414378,refusée,2024-05-04,176,2,1,non,Prestance 3,"flower, light, plant, planta, purple, white"
18890991,refusée,2023-10-26,175,1,1,non,Barreaux,"abstract, autumn, autumn colours, autumnal, backgroud, background, leaves, nature"
22591346,refusée,2024-04-24,174,0,0,non,Salamandre,"buche, engraving, fire, salamander, wood"
23932629,refusée,2024-05-11,174,1,1,non,Morning chill,"bokeh, breakfast, breakfest, brown, cat, coffee, coffee mug, french, mug, portrait, relaxation"
18890846,refusée,2023-10-26,173,1,1,non,Présage d'automne,"autumn, autumnal, landscape, nature, plants, river, river bank, vegetation, water"
23102800,refusée,2024-05-01,173,0,1,non,Premier mai - 1er mai,"communist, first of may, party, thrush, union, worker, wrestling"
32544433,refusée,2025-06-13,173,0,1,non,Juin,"chairs, coffee, layering, montage, playback, relaxation, summer, terrace, user friendly, woman"
18890989,refusée,2023-10-26,172,1,1,non,Pont,"branches, desaturated, forest adventure, green, nature, overgrown, river, river bank, trees, vegetation, water"
21906959,refusée,2024-04-19,172,1,1,non,Un ciel bleuté,"architecture, blue, church, clouds, contrast, cross, sky, soothing, stone, whitestone"
23409060,refusée,2024-05-04,172,0,1,non,Escalier verdoyant,"clay court, flowers, garden, nature, plants, stairs, steps, stone, tree, wood"
29170695,refusée,2024-10-30,172,0,0,non,Tableau de pierres,"backgound, backgroud, background, boulder, earth, encounter, exploration, green, moss, multipled, natural composition, nature, relaxation, steps, stone, stones, tree, voyage"
23409061,refusée,2024-05-04,171,0,1,non,Verdure,"barque, boat, clear water, contrast, green, nature, river bank, stones, trees, vegetation, water, water lily"
18890872,refusée,2023-10-26,170,1,1,non,Marches sur l'automne,"autumn, autumn colours, beige, fall leaves, leaves, nature, noise, river bank, stairs, vegetation, water"
35375606,refusée,2025-12-26,170,0,0,non,"Free stock photo of brutalist, malaise, solitude","brutalist, malaise, solitude"
29654800,refusée,2024-12-05,168,0,0,non,Entrée,"aperitif, cocktail bar, cocktail drink, entrance, kitchen, oyster, salt, straw, table"
22125754,refusée,2024-04-22,167,0,1,non,Opalisque,"abstract, cairn, geometry, light, lightleak, modern, opalite, stone"
25177036,refusée,2024-05-28,167,1,0,non,Entre printemps et été,"bloom, branches, bright, coloring, dynamic, flower, garden, group, growth, horizontal shot, leaf, petals, plants, season, spring, spring flowers, summer, three, white petals, women"
26598926,refusée,2024-06-20,167,0,0,non,"Free stock photo of air, atmosphere, blue","air, atmosphere, blue, blue sky, christian, church, clouds, cloudscape, cloudy skies, cross, cult, cumulus, downy, dreamy, fluffy, oxygen, paradise, pattern, picturesque, season, sky, skyline, skyscape, texture, top, white"
21992006,refusée,2024-04-21,166,0,1,non,Printemps me voici,"bloom, bokeh, flower, green, nature, plant, planta, portrait, vegetation, yellow"
22591347,refusée,2024-04-24,166,0,0,non,Impri-lente,"broken white, carcass, chip, circuits, cream, electricity, green, machine, opened, paper, printer, white"
22667987,refusée,2024-04-25,166,1,1,non,Printemps des coeurs,"bench, city, couple, light, love, man, outdoors, sky, woman"
22667989,refusée,2024-04-25,166,0,0,non,Poitiers,"city, landscape, urban planning, urbanismo"
29170697,refusée,2024-10-30,166,2,0,non,Parterre de fleurs,"beautiful, color, colorful, colors, commitment, detailed, Detailed Close-up, emotion, festival of colors, festivalofcolors, flower, freedom, green, leaf, life, modern, natural composition, nature, organic, organnic, pattern, purple, red, repeating pattern, vitality, white"
21906951,refusée,2024-04-19,165,0,1,non,Tour de pierre,"architecture, black and white, clouds, stone, whitestone"
29654799,refusée,2024-12-05,165,0,0,non,Spaghettis,"asia, chinese chopsticks, chopsticks, food, kitchen, pasta bowl, spaghetti"
31641251,refusée,2025-04-15,165,0,0,non,Ghosts,"bus stop, buses, dalle, helmet, immersion, infrared, motion, Passers-By, phantom, phone, smartphone, tree, urban, woman"
27046192,refusée,2024-07-08,164,0,0,non,Tableau urbain,"anger, blackboard, city, france, leica, politics, portrait, protest sign, transformer, urban"
29170689,refusée,2024-10-30,164,0,0,non,Voyage,"earth, encounter, exploration, green, leaves, lightleak, nature, relaxation, roots, steps, stone, tree, voyage"
29170692,refusée,2024-10-30,164,0,0,non,Mousse,"backgound, backgroud, background, boulder, earth, encounter, exploration, green, lightleak, moss, nature, relaxation, steps, stone, tree, voyage"
35765784,refusée,2026-01-21,164,0,0,non,"Free stock photo of bowl, ceramics, france","bowl, ceramics, france, gastronomie"
18890960,refusée,2023-10-26,163,1,1,non,Compostez,"anarchy, compost, wood"
21952372,refusée,2024-04-20,163,0,1,non,La vie est belle à Niort,"bright colors, coffee mug, gift, mug, store, trade, zoom"
29136978,refusée,2024-10-28,163,0,0,non,Hélicoptère,"action, aid, caregiver, emergency, flight, helicopter, intervention, motion, propeller, yellow, zoom"
22125755,refusée,2024-04-22,162,0,0,non,Cherche le jour,"artifacts, backlit, city, flowers, fluffy, green, light, light beam, moss, nature, pink, tree, vegetation"
23947485,refusée,2024-05-12,162,0,0,non,Lumière brisé,"abstract, art, backgroud, background, blur, bright, color, creativity, curve, design, dynamic, effect, energy, fantasy, graphic, light, lightleak, motion, pattern, texture"
29136750,refusée,2024-10-28,162,1,1,non,Violette,"beautiful wallpaper, bokeh, bud, flower, flowers, handsome, harmonious design, nature, plant, planta, portrait, purple, symmetry, vegetable, vegetale, vegitable"
29136751,refusée,2024-10-28,161,0,0,non,Invitation,"adventure, backgroud, background, finding, forest, nature, overview, tree, vegetable, vegitable, wood"
29630257,refusée,2024-12-04,161,1,0,non,Nuit de décembre,"celebratory art, chilly, christmas, coldair, december, garlands, guirlandes, magic, night, trees"
29654801,refusée,2024-12-05,161,0,0,non,,
36117556,refusée,2026-02-12,161,0,0,non,"Free stock photo of coffee, latte art, v60","coffee, latte art, v60"
23414384,refusée,2024-05-04,160,0,0,non,Marais niortais,"canal, contrast, grass, green water, life, marsh, nature, plants, soothing, tree, water, yellow flower"
27046197,refusée,2024-07-08,159,0,0,non,Terrasse noire,"bar, black and white, chair, chalk, empty, france, french, kitchen, leica, map, menu, plant, planta, preparation, preparations, stone, straw, summery, table, terrace, trees"
29136905,refusée,2024-10-28,159,0,0,non,Airais,"backgroud, background, frame, green, invitation, lightleak, marsh, nature, overview, soothing, water"
29170673,refusée,2024-10-30,159,0,0,non,Fond de couleurs,"beautiful, color, colorful, colors, detailed, Detailed Close-up, emotion, festival of colors, festivalofcolors, flower, green, life, modern, natural composition, nature, organic, organnic, pattern, red, repeating pattern, vitality, white"
29188524,refusée,2024-10-31,159,0,0,non,Fromages,"board, buffalo mozzarella, cheese, chesse, cutting board, entrance, knife, meal, mozarella, mozzarella, mozzarella balls, shire, steel, wood"
29360492,refusée,2024-11-11,159,0,0,non,Bonbon Vosgien,"backgroud, background, candy, cheek, colors, confectionery, confectionery art, detailed shot, festive, multi colour background, resin, sugar"
29435831,refusée,2024-11-16,159,0,0,non,chat,"adorable, alarm clock, cat, city, cool, cute animal, domestic animal, feline, portrait, rebel, urban"
31514848,refusée,2025-04-06,159,0,0,non,Eglise Matinal,"architecture, branch, church, stone"
27141262,refusée,2024-07-14,158,3,1,non,Viollettes,"4k background, beautiful, bokeh, botanic, bud, emotion, flower, freedom, green, heat, macro, macro photo, nature, petal, petals, plant, planta, poetry, purple, season, summer"
27141270,refusée,2024-07-14,158,0,0,non,Tomate cerise,"beautiful, bokeh, botanic, cherry, emotion, flower, fruit, green, macro, macro photo, nature, petal, plant, planta, poetry, tomato, vegetable"
27141523,refusée,2024-07-14,158,1,1,non,"Free stock photo of backgroud, background, bokeh","backgroud, background, bokeh, espoir, flower, free, freedom, fujifilm, handsome, life, macro, macro photo, nature, petal, pistil, summer, summery, white, yellow"
29188525,refusée,2024-10-31,158,0,0,non,tarte aux pommes,"apple, dessert, kitchen, pomme, sugar, tart"
31514847,refusée,2025-04-06,158,0,0,non,Amour,"bench, couple, encounter, eyewear, nature, river, tree, water"
35363738,refusée,2025-12-25,158,0,0,non,"Free stock photo of authentic, christmas present, christmas tree","authentic, christmas present, christmas tree, family"
23414380,refusée,2024-05-04,157,1,1,non,Prestance,"blanche, bokeh, distortion, flower, life, nature, plant, planta, repetition, verdant, zoom"
29136742,refusée,2024-10-28,157,1,1,non,Rouge,"beautiful wallpaper, bokeh, bud, flower, flowers, handsome, harmonious design, nature, plant, planta, portrait, red, symmetry, vegetable, vegetale, vegitable"
35363737,refusée,2025-12-25,157,0,0,non,"Free stock photo of authentic, christmas present, christmas tree","authentic, christmas present, christmas tree, family"
24200555,refusée,2024-05-14,156,0,0,non,Ciel étoilé,"astronomy, cloud, house, icons, night, night photography, sky, space, stars, tree, village"
