photo,titre_zh,mots_cles_zh
34500401,南方屋前老树深深扎根,"树, 花朵, 房子, 天气, 根, 啃咬过的, 坡道, 南方"
34506473,钢铁珠宝戒指的静谧魔力,"钢铁, 珠宝, 书签, 大马士革, 戒指"
34506494,石质吊坠的艺术视角,"吊坠, 石头, 肖像, 织物, 原创, 艺术视角, 砂金石"
34517717,法式复古书桌，惬意咖啡时光,"法国, 复古, 咖啡, 休息, 休息室, 书桌, 文具, 用品, 放松"
34532663,餐厅里欢乐的聚餐时光,"派对, 爱, 餐厅, 分割, 一餐"
34552337,法国秋日村庄教堂与木栈道,"法国, 教堂, 村庄, 秋天, 木栈道"
34552338,橙色路灯下的秋日暖意,"橙色, 树, 路灯柱, 暖色调, 秋日氛围, 宁静氛围, 月光"
34552339,月光下的路灯，秋日暖意,"树, 橙色, 路灯柱, 暖色调, 秋日氛围, 宁静氛围, 月光"
34762346,木构建筑中古朴的木门与灯笼,"木头, 乡村风, 门, 灯笼, 木门, 法国, 欧洲, 遗产, 复古, 历史, 古代"
34793918,麻雀栖石特写，虚化背景,"背景, 栖息, 岩石, 麻雀, 自然, 石头, 肖像, 户外, 自由, 鸟, 系列, 色调"
34793919,石上栖息麻雀的羽毛特写,"特写, 栖息, 麻雀, 家麻雀, 羽毛, 自然, 肖像, 户外, 动物, 自由, 白天, 鸟"
34793920,岩石上麻雀羽毛细节特写,"特写, 麻雀, 家麻雀, 自然, 肖像, 户外, 自由, 白天, 鸟, 系列, 色调, 野生动物"
34828680,石墙上独立的海鸥，天空静谧,"大海, 石墙, 海鸥, 宁静, 自然, 法国, 户外, 背景, 欧洲, 蓝天, 自由"
34849705,圣米歇尔山修道院哥特拱顶与彩窗,"建筑, 窗户, 哥特式, 哥特式建筑, 拱门, 修道院, 圣米歇尔山, 彩色玻璃, 法国, 石头, 欧洲, 遗产"
34894953,雾海中孤独伫立的 Le Loup 灯塔,"法国, 大海, 灯塔, 狼, 薄雾, 孤独, 自然, 建筑, 绿色, 欧洲, 地标, 旅行"
34894969,肖塞群岛绿荫中的石砌金字塔地标,"法国, 石头, 绿色, 地标, 绿植, 肖塞群岛, 沿海, 金字塔, 自然, 建筑, 户外, 欧洲"
34894970,格朗维尔多云天空下的灯塔,"法国, 天空, 灯塔, 多云, 海岸, 多岩石的, 格朗维尔, 如画的, 自然, 建筑, 绿色, 户外"
34908867,肖塞群岛礁石上的海边小屋,"法国, 房子, 肖塞群岛, 岛屿, 沿海, 岩石, 多岩石海岸, 自然, 树木, 建筑, 户外"
34930396,湛蓝海浪的抽象纹理,"纹理, 蓝色, 抽象, 海洋, 海浪, 鲜艳, 水生, 水蓝色, 自然, 户外, 水, 大海"
34939467,圣普朗谢岩岸上的宁静灯塔,"法国, 灯塔, 岩石, 多岩石海岸, 圣普朗谢, 宁静, 户外, 欧洲, 水, 风景, 地标"
34939468,法国多岩海岸边的宁静小船,"法国, 冒险, 船, 多岩石海岸, 放松, 自然, 户外, 欧洲, 风景, 旅游, 旅行, 大海"
34939469,诺曼底海岸壮丽礁石与海浪,"海洋, 海浪, 海岸, 诺曼底, 岩石地貌, 壮丽, 自然, 法国, 石头, 户外, 欧洲"
34956321,十字架上的海鸥，黑白静谧,"黑白, 白色, 大海, 黑色, 孤独, 十字架, 海鸥, 平静, 自然, 石头, 户外, 对比"
34956322,多岩海岸上的黑白孤舟,"黑白, 孤独, 海岸, 多岩石海岸, 废弃, 划艇, 纹理, 复古, 单色, 大海, 孤立, 自然的"
34982307,圣诞灯饰下的酒吧夜生活片段,"喜悦, 酒吧, 人群, 圣诞灯饰, 城市灯光, 醉酒, 派对氛围"
34988859,花园中猫咪的好奇张望,"猫, 色彩, 闪烁, 动物好奇心, 可爱猫咪, 花园氛围"
35024039,蓝天下层叠岩石构成的自然奇观,"多云天空, 美景, 自然纪念地, 叠石, 自然, 石头, 户外, 风景, 蓝天, 大海, 白天, 孤立"
35086239,白黄野花盛开的原野,"自然, 野生, 田野, 野花, 绿色, 户外, 花, 夏天, 风景, 花园, 植被, 绿植"
35168742,马耶讷省绿荫环绕的石砌钟楼,"法国, 绿植, 塔, 时钟, 钟楼, 马耶讷省, 自然, 树木, 建筑, 户外, 欧洲, 风景"
35363731,圣诞氛围中的可爱猫咪,"猫, 派对, 圣诞购物, 可爱宠物, 圣诞礼物"
35403785,客厅里的多米诺骨牌游戏,"客厅游戏, 游戏, 精美展示, 计算表, 多米诺骨牌, 嬉戏地"
36170132,春日尼奥尔，桥下涨水运河中的鸭群,"法国, 桥, 尼奥尔, 春天, 鸭子, 洪水, 水淹运河, 自然, 树木, 户外, 欧洲, 水"
38188748,图卢兹格拉夫穹顶与圣皮埃尔桥夜色,"图卢兹, 格拉夫圆顶, 圣皮埃尔桥, 加龙河, 法国, 夜间摄影, 灯光照明, 历史建筑, 桁架桥, 路灯, 夜空, 倒影, 城市景观, 玫瑰之城, 河边, 欧洲旅行, 地标, 黄昏光线, 暖光, 城市天际线"
38188749,图卢兹圣皮埃尔桥畔的格拉夫穹顶夜景,"图卢兹, 格拉夫圆顶, 圣皮埃尔桥, 加龙河, 法国, 夜间摄影, 竖构图, 灯光照明, 历史建筑, 路灯, 夜空, 倒影, 玫瑰之城, 河边, 城市景观, 欧洲旅行, 地标, 黄昏光线, 暖光, 独行者"
38256668,白色毛绒独角兽玩偶特写,"独角兽, 毛绒玩具, 儿童玩具, 金角湾, 可爱, 奇幻, 特写, 微距, 焦外虚化, 背景虚化, 白色, 幻想, 童年, 婴儿房装饰, 顽皮的, 神奇的, 室内, 柔和灯光, 玩具摄影"
38256669,花卉靠枕与手机的黑白静物,"黑白, 单色, 床, 床上用品, 花卉靠枕, 智能手机, 静物, 舒适, 生活方式, 纺织品, 褶皱床单, 早晨, 家居室内, 极简, 特写, 俯视图, 床上的手机, 图案, 柔光, 放松"
38256829,草帽男子倚靠树枝的惬意肖像,"男人, 肖像, 生活方式, 草帽, 纹身, 太阳镜, 户外, 树枝, 自然, 夏天, 休闲, 微笑, 秃头, 胡须, 抓拍, 斑驳光影, 绿植, 成年男性, 放松氛围, 公园"
38279502,阳光下绿叶间的白玫瑰,"白玫瑰, 玫瑰, 花, 花开, 花瓣, 花园, 微距, 特写, 植物, 自然, 花蕊, 绿叶, 春日花开, 精致, 花卉, 阳光, 新鲜, 绽放, 柔焦"
38279503,黑白树枝间的喜鹊特写,"喜鹊, 鸟, 黑白, 单色, 野生动物, 栖息, 树枝, 羽毛, 自然, 花园鸟类, 乌鸦, 鸟类, 特写, 叶丛, 城市野生动物, 欧洲鸟类, 喙, 尾羽, 春天, 林地"
38279504,尼奥尔市政厅立面，旗帜飘扬,"建筑, 立面, 尼奥尔, 市政厅, 法国, 欧洲, 地标, 旅游, 新阿基坦大区, 法国建筑, 历史遗址"
38279505,尼奥尔黑白林荫道与长椅,"尼奥尔, 法国, 林荫大道, 大道, 黑白, 单色, 公园长椅, 步道, 夏天, 阴影, 树木, 德塞夫勒省, 城市公园, 公共花园, 人行道, 安静, 绿植, 对称, 法国小镇, 宁静"
38279506,尼奥尔公园里的教堂尖顶与绿树,"法国, 树木, 公园, 尼奥尔, 教堂尖顶, 自然, 建筑, 户外, 欧洲, 遗产, 夏天, 风景"
38279507,白玫瑰环绕的尼奥尔街头动物雕塑,"尼奥尔, 法国, 街头艺术, 雕塑, 公共艺术, 白玫瑰, 玫瑰丛, 城市场景, 城市街道, 建筑, 花朵, 步行街, 夏天, 晴天, 法国小镇, 街景, 现代雕塑, 路边, 店面"
38279508,尼奥尔行政大楼立面与三色旗,"法国, 建筑, 旗帜, 立面, 尼奥尔, 三色, 石头, 欧洲, 遗产, 白色"
38279509,尼奥尔美好年代浮雕细节,"法国, 尼奥尔, 雕塑, 浮雕, 美好年代, 建筑, 石头, 欧洲, 遗产, 复古, 历史"
38279511,淡绿白色绣球花盛放特写,"绣球花, 花, 花开, 微距, 特写, 淡绿色, 白花, 花簇, 植物, 花园, 自然, 花瓣, 夏日花开, 精致, 柔和色彩, 郁郁葱葱, 新鲜"
38279512,粉红矮牵牛与红花相映盛开,"矮牵牛, 粉色花朵, 红花, 花园花卉, 微距, 特写, 花卉, 夏日花开, 多彩, 花坛植物, 植物, 自然, 花开, 鲜艳色彩, 花瓣, 花坛, 鲜艳, 户外花园, 阳光, 盛开"
38279514,尼奥尔广场合欢花荫下的石碑,"尼奥尔, 法国, 合欢树, 粉色花朵, 银合欢树, 石碑, 公共广场, 夏天, 公园, 行人, 城市景观, 法国小镇, 树木, 阴影, 纪念碑, 广场, 绿植, 晴天, 散步"
38279515,尼奥尔市中心公交车与街头雕塑,"尼奥尔, 法国, 城市公交, 公共交通, 街景, 雕塑, 行人, 商店, 城市生活, 店面, 市中心, 夏天, 交通, 法国小镇, 建筑, 日常生活, 人行道, 抓拍"
38279516,洋红色矮牵牛花微距特写,"矮牵牛, 洋红色, 粉色花朵, 微距, 特写, 花卉, 植物, 花园, 夏日花开, 鲜艳色彩, 花瓣, 自然, 花开, 花坛植物, 鲜艳, 花坛, 阳光, 纹理, 户外, 多彩"
38279517,尼奥尔街头雕塑广场上的行人,"尼奥尔, 法国, 街头艺术, 公共广场, 行人, 雕塑, 城市街道, 店面, 夏天, 市中心, 城市场景, 法国小镇, 商店, 抓拍, 正午阳光, 城市生活, 遮阳篷, 购物者, 散步, 广场"
38279684,水中花朵与路灯的梦幻倒影,"花朵, 水, 艺术, 倒影, 晴朗天空, 路灯柱, 梦幻, 水道, 自然, 法国, 绿色, 欧洲"
38536476,男子在城市咖啡店中的惬意时光,"男人, 生活方式, 休闲, 咖啡店, 焦外虚化, 肖像, 夏天, 城市, 白天, 头像照, 倒影"
38536477,白衬衫男子户外惬意品尝冰饮,"户外, 男人, 放松的, 白衬衫, 冰饮, 焦外虚化, 肖像, 夏天, 城市, 生活方式, 头像照, 休闲"
38536478,白衬衫眼镜男子从容自信肖像,"肖像, 男人, 眼镜, 放松的, 白衬衫, 自信, 生活方式, 现代, 头像照, 极简, 微笑, 特写"
38536479,戴眼镜蓄须男子户外自信微笑肖像,"肖像, 户外, 男人, 胡须, 眼镜, 自信, 焦外虚化, 城市, 生活方式, 头像照, 休闲, 男性"
38536480,男子在户外咖啡馆惬意享用饮品,"户外, 咖啡馆, 肖像, 生活方式, 微笑, 街道, 日光, 休闲, 男性, 胡须, 眼镜"
38536481,戴镜男子微笑肖像，怡然自得,"肖像, 户外, 男人, 微笑, 特写, 眼镜, 放松的, 满足, 焦外虚化, 城市, 生活方式, 白天"
38536694,男子沉思吸烟，背景灯光虚化朦胧,"肖像, 背景, 男人, 香烟, 若有所思, 吸烟, 模糊灯光, 焦外虚化, 户外, 夏天, 城市, 生活方式"
38561990,男子沉思肖像，背景虚化朦胧,"肖像, 男人, 特写, 表情, 若有所思, 背景虚化, 焦外虚化, 户外, 生活方式, 情感, 现代, 摄影"
38561991,阳光下，男子低头吸烟若有所思,"男人, 肖像, 吸烟, 香烟, 沉思, 特写, 明亮光线, 焦外虚化, 过曝, 休闲, 成年男性, 胡茬, 抓拍, 户外人像, 生活方式, 柔焦背景, 若有所思的表情, 日光, 高调摄影"
38561992,户外男子吸烟特写，神情如电影般深沉,"户外, 男人, 特写, 香烟, 若有所思, 吸烟, 电影感, 焦外虚化, 肖像, 城市, 生活方式, 情感"
38561993,柔光侧脸，男子悠然吸烟,"男人, 肖像, 吸烟, 香烟, 侧面视图, 明亮光线, 焦外虚化, 高调摄影, 休闲, 沉思, 成年男性, 胡茬, 抓拍, 户外人像, 生活方式, 日光, 柔焦, 过曝背景, 若有所思, 低头凝视"
38561994,发丝凌乱，男子驻足沉思燃一支烟,"男人, 肖像, 香烟, 吸烟, 手, 戒指, 沉思, 凌乱头发, 明亮光线, 焦外虚化, 抓拍, 休闲, 成年男性, 胡茬, 若有所思的目光, 生活方式, 户外人像, 高调摄影, 日光, 特写"
38561995,逆风侧影，男子叼烟凝望,"男人, 肖像, 吸烟, 香烟, 侧影, 手, 被风吹乱的头发, 明亮光线, 焦外虚化, 高调摄影, 抓拍, 休闲, 成年男性, 胡茬, 沉思, 生活方式, 户外人像, 日光, 特写, 柔焦"
38561996,男子街头抽烟，神情沉思,"肖像, 男人, 香烟, 成人, 沉思, 焦外虚化, 户外, 城市, 生活方式, 现代, 头像照, 特写"
38562044,法国街角咖啡馆，好友举杯畅谈,"开胃酒, 咖啡馆露台, 朋友, 户外用餐, 焦外虚化, 街景, 法国, 抓拍, 夏天, 饮品, 生活方式, 社交, 年轻人, 眼镜, 棒球帽, 模糊人群, 城市, 休闲聚会, 日光, 桌子"
38570569,镀铬衣帽架木钉特写，黄雨衣虚化,"衣帽架, 木钉, 镀铬, 挂钩, 黄色雨衣, 微距, 特写, 细节特写, 背景虚化, 焦外虚化, 室内设计, 静物, 木纹, 极简, 入口通道, 雨衣, 弯曲金属, 衣柜, 走廊, 日常用品"
38570570,紫色夜空下，满月升起于屋顶烟囱间,"月出, 满月, 屋顶, 烟囱, 电视天线, 卫星天线, 剪影, 夜空, 紫色天空, 云朵, 黑暗, 夜间摄影, 法国, 氛围感, 神秘的, 忧郁, 傍晚, 戏剧性天空, 屋顶轮廓, 城市夜景"
38570572,法国村庄小巷，背包男子独行,"街头摄影, 狭窄街道, 村庄, 法国, 散步, 背包, 北坡, 抓拍, 行人, 小巷, 停放的汽车, 帽子, 花衬衫, 旅行, 游客, 后视, 砂岩建筑, 百叶窗, 日常生活, 夏天"
38570603,锈迹橙面上，紫色情书涂鸦,"涂鸦, 我爱你, 街头艺术, 喷漆, 紫色, 橙色, 做旧风, 纹理, 城市艺术, 法国, 生锈金属, 浪漫的, 风化, 破坏行为, 文字艺术, 情书, 多彩, 粗糙, 特写"
38674515,虚化菱形轮廓间，一弯新月,"新月, 月相, 蓝天, 黄昏, 焦外虚化, 剪影, 抽象, 极简, 菱形, 前景虚化, 艺术, 法国, 傍晚天空, 柔焦, 创意构图, 忧郁, 梦幻, 失焦, 天空缝隙"
38674516,蓝色暮空中，一弯新月清辉,"新月, 月相, 黄昏天空, 蓝天, 渐变天空, 橙色地平线, 垂直, 极简, 自然, 黄昏, 晴朗天空, 宁静, 平静, 天空摄影, 氛围感, 柔光, 傍晚, 粉彩天空, 月光"
38674517,屋顶剪影与天线，映衬粉彩暮色,"屋顶, 剪影, 烟囱, 电视天线, 黄昏天空, 粉彩天空, 黄昏, 法国, 傍晚, 城市天际线, 屋顶轮廓, 日落色彩, 氛围感, 极简, 渐变天空, 脚手架, 平静, 蓝粉色天空, 烟囱帽, 老城"
38682316,法国国庆日，市政厅阳台花团与三色旗,"法国国旗, 三色旗, 巴士底日, 市政厅, 阳台, 天竺葵, 矮牵牛, 建筑, 法国, 国庆节, 锻铁栏杆, 花朵, 石头外墙, 爱国的, 百叶窗, 7月14日, 官方建筑, 旗帜展示, 夏天"
38688484,维朗德里老村，石巷幽深,"维朗德里, 村庄街道, 法国, 石屋, 长满苔藓的屋顶, 老房子, 卢瓦尔河谷, 建筑, 遗产, 烟囱帽, 乡村风, 乡村, 汽车, 乡间小路, 传统, 陡坡街道, 历史村庄, 树木, 石墙, 法国乡村"
38688485,维朗德里附近，孩童骑行掠过板岩庄园,"维朗德里, 骑行, 儿童, 家庭骑行, 庄园, 板岩屋顶, 孟莎屋顶, 老虎窗, 村庄, 法国, 树木, 乡村, 头盔, 暑假, 卢瓦尔河谷, 骑行之旅, 截干树, 公路旅行, 假期"
38688486,维朗德里河桥，天竺葵点缀两岸,"维朗德里, 河桥, 天竺葵, 花朵, 河流, 法国, 卢瓦尔河谷, 人行桥, 路灯柱, 花篮, 河边, 村庄, 夏天, 倒影, 绿植, 风景如画, 林荫小路, 粉色花朵, 乡村, 水"
38688488,法国战争纪念碑，一战士兵青铜像,"战争纪念碑, 一战士兵, 雕像, 青铜雕像, 停战, 纪念, 维朗德里, 法国, 一战法国士兵, 纪念碑, 头盔, 大衣, 历史, 第一次世界大战, 蓝天, 纪念雕像, 爱国的, 雕塑, 致敬"
38688489,维朗德里河畔，古朴小船静泊,"法国, 历史, 维朗德里, 河流, 船, 码头, 河岸, 宁静, 自然, 绿色, 户外, 欧洲"
38688658,维朗德里，河畔小桥掩映茂林,"法国, 植被, 维朗德里, 河流, 桥, 茂密植被, 自然, 树木, 建筑, 户外, 欧洲, 遗产"
38694025,维朗德里城堡厨房，古铜锅具与餐桌,"维朗德里城堡, 铜锅, 古董厨房, 静物, 烛台, 玻璃水瓶, 汤盅, 酒瓶, 室内, 法国, 卢瓦尔河谷, 历史室内, 餐桌布置, 瓷器, 复古, 乡村厨房, 铜制炊具, 烛光, 用餐, 遗产"
38694042,维朗德里城堡立面特写，黑白典雅,"法国, 黑白, 维朗德里, 维朗德里城堡, 立面, 细节, 优雅, 建筑, 石头, 户外, 欧洲, 遗产"
38694043,维朗德里花园黑白影像，古朴典雅,"花园, 历史, 维朗德里, 单色, 经典, 优雅, 自然, 法国, 建筑, 石头, 户外, 欧洲"
38694044,维朗德里，花园运河与古建筑相映成趣,"建筑, 花园, 天空, 历史, 维朗德里, 运河, 宁静, 自然, 法国, 户外, 欧洲, 遗产"
38694045,德吕耶，蓝天下静谧的整齐花园,"法国, 蓝天, Druye, 宁静, 自然, 建筑, 户外, 欧洲, 遗产, 夏天, 地标, 旅游"
38694046,维朗德里菜园小径通向教堂,"维朗德里城堡, 菜园, 观赏花园, 教堂尖顶, 村庄, 法国, 卢瓦尔河谷, 黄杨树篱, 花园凉亭, 游客, 高处视角, 规整式花园, 遗产地, 蓝天, 旅游, 园艺, 景观设计, 造型植物, 夏日花园"
38694047,中央-卢瓦尔河谷，维朗德里花园精巧设计,"法国, 维朗德里, 中央-卢瓦尔河谷大区, 设计, 维朗德里城堡花园, 自然, 树木, 建筑, 户外, 欧洲, 遗产, 夏天"
38694048,维朗德里城堡倒映池中，如画风光,"花园, 维朗德里, 维朗德里城堡, 如画的, 自然, 法国, 树木, 户外, 欧洲, 遗产, 夏天, 风景"
38694049,维朗德里城堡，黄杨花坛几何图案,"维朗德里城堡, 黄杨花坛, 观赏花园, 造型植物, 花园设计, 法国, 卢瓦尔河谷, 规整式花园, 几何图案, 树篱, 园艺, 遗产地, 对称, 绿色迷宫, 卷草纹饰, 高处视角, 旅游, 城堡庭院, 风景, 正午阳光"
38694050,维朗德里城堡几何花园航拍美景,"法国, 花园, 维朗德里, 维朗德里城堡, 自然, 绿色, 户外, 欧洲, 遗产, 夏天, 绿植, 园艺"
38694051,维朗德里城堡花园航拍，几何图案葱郁,"绿色, 花园, 绿植, 维朗德里, 维朗德里城堡, 航拍, 自然, 法国, 户外, 欧洲, 遗产, 夏天"
38694052,维朗德里花园，造型植物与喷泉相映,"花园, 维朗德里, 造型植物, 修剪整齐的, 喷泉, 自然, 法国, 建筑, 户外, 欧洲, 遗产, 夏天"
38694053,维朗德里菜园漫步，远眺村庄屋顶,"维朗德里城堡, 菜园, 秋海棠, 彩色花坛, 教堂尖顶, 村庄, 法国, 卢瓦尔河谷, 游客, 屋顶, 花园小径, 观赏花园, 高处视角, 规整式花园, 遗产, 黄杨树篱, 园艺, 夏天"
38694054,维朗德里花园，精致图案的遗产地标,"法国, 遗产, 地标, 花园, 维朗德里, 自然, 建筑, 绿色, 户外, 欧洲, 夏天, 旅游"
38694055,维朗德里城堡，花园图案航拍俯瞰,"法国, 花园, 维朗德里, 维朗德里城堡, 图案, 航拍, 自然, 户外, 欧洲, 遗产, 植物, 旅游"
38694056,中央-卢瓦尔河谷，维朗德里城堡几何花园,"法国, 维朗德里, 维朗德里城堡, 中央-卢瓦尔河谷大区, 几何花园, 自然, 户外, 欧洲, 遗产, 夏天, 地标, 绿植"
38694057,维朗德里花园，花坛图案航拍全景,"法国, 维朗德里, 航拍, 花坛, 维朗德里城堡花园, 欧洲, 遗产, 旅游, 绿植, 村庄, 园艺, 维朗德里城堡"
38694058,维朗德里城堡花园，优雅精致绿意浓,"法国, 花园, 绿植, 维朗德里城堡, 优雅, 自然, 建筑, 石头, 户外, 欧洲, 遗产, 夏天"
38694059,维朗德里城堡菜园，规划精致,"法国, 维朗德里, 维朗德里城堡, 菜园, 户外, 欧洲, 遗产, 夏天, 绿植, 园艺, 中央-卢瓦尔河谷大区, 白天"
38694060,维朗德里花园，精巧花坛绿意盎然,"法国, 绿色, 花园, 绿植, 维朗德里, 花坛, 郁郁葱葱, 自然, 建筑, 户外, 欧洲, 遗产"
38708319,维朗德里城堡，藤上青葡萄渐熟,"维朗德里城堡, 葡萄, 葡萄园, 藤蔓, 青葡萄, 藤架, 农业, 水果, 法国, 卢瓦尔河谷, 夏季丰收, 葡萄藤, 焦外虚化, 阳光, 花园, 葡萄种植, 树叶, 成熟的水果, 特写, 微距"
38708320,维朗德里城堡，秋海棠娇艳柔焦特写,"秋海棠, 粉色花朵, 微距摄影, 焦外虚化, 花卉, 花园花卉, 维朗德里城堡, 法国, 特写, 柔焦, 洋红色, 鲜艳色彩, 夏日花朵, 自然, 花开, 花瓣, 斑叶, 花卉微距, 观赏花园, 多彩"
38708321,维朗德里城堡，蓝刺头花团虚光摇曳,"蓝刺头, 蓝色花朵, 紫色花朵, 微距摄影, 焦外虚化, 花卉, 花园, 维朗德里城堡, 法国, 尖刺花, 自然, 夏日花开, 野花, 特写, 植物, 多年生植物, 花卉微距, 观赏花园, 柔焦"
38708322,维朗德里城堡，粉色福禄考暗调微距,"福禄考, 粉色花朵, 微距摄影, 焦外虚化, 花卉, 黑色背景, 花园, 维朗德里城堡, 法国, 特写, 花开, 花瓣, 夏日花朵, 鲜艳, 植物, 自然, 花簇, 高对比度, 观赏花园, 多彩"
38708323,维朗德里城堡花园，鹅黄玫瑰褶瓣盛放,"黄玫瑰, 奶油色玫瑰, 褶皱花瓣, 微距摄影, 焦外虚化, 花卉, 花园, 维朗德里城堡, 法国, 特写, 玫瑰花, 夏日花朵, 浪漫的, 复古玫瑰, 植物, 自然, 粉彩色, 花卉微距, 盛开, 柔光"
38712877,石雕戒指盘中，金戒指伴紫水晶,"婚戒, 金戒指, 紫水晶, 宝石, 戒指盘, 刻字戒指, 微距, 特写, 焦外虚化, 珠宝, 婚姻, 婚礼当天, 紫色宝石, 静物, 暖色调, 婚礼细节, 承诺, 浪漫, 优雅"
38712878,灰布之上，玫瑰金戒指配祖母绿,"玫瑰金戒指, 婚戒, 祖母绿, 宝石, 微距, 焦外虚化, 特写, 珠宝, 灰色布料, 柔焦, 婚礼细节, 承诺, 婚姻, 极简, 优雅, 浪漫的, 亚麻, 私密, 静物"
38712879,木架上的书堆与不锈钢马克杯,"书籍, 书堆, 马克杯, 不锈钢, 阅读角, 焦外虚化, 舒适, 木架, 静物, 家庭图书室, 暖光, 特写, 室内, 阅读, 爱好, 小说, 文学, 背景虚化, 爱书人"
38712880,金戒指置于禅意佛像之上,"婚戒, 金戒指, 佛像, 冥想, 禅意, 祖母绿, 宝石, 灵性, 平静, 宁静, 微距, 特写, 静物, 正念, 黑色背景, 婚姻, 象征性"
38712881,绿色请柬上的金戒指,"婚戒, 金戒指, 婚礼请柬, 请柬, 微距, 特写, 木桌, 静物, 婚礼文具, 婚礼当天, 婚姻, 婚礼细节, 金箔, 优雅, 庆祝, 承诺, 浪漫, 纸艺, 婚礼策划, 乡村风"
38712882,婚礼请柬旁的金戒指，马克杯虚化,"婚戒, 金戒指, 婚礼请柬, 请柬, 木桌, 焦外虚化, 马克杯, 微距, 特写, 静物, 婚礼文具, 婚礼当天, 婚姻, 乡村风, 暖色调, 庆祝, 承诺, 金箔, 优雅, 婚礼细节"
38712883,木桌婚礼请柬与金戒指,"婚礼请柬, 请柬套装, 婚戒, 金戒指, 木桌, 平铺摄影, 婚礼文具, 金箔, 微距, 特写, 静物, 婚礼当天, 婚姻, 优雅, 乡村风, 庆祝, 婚礼细节, 承诺, 纸艺, 设计"
38781489,金戒指特写，祖母绿点缀承诺与爱,"特写, 爱, 布料, 承诺, 祖母绿, 婚戒, 焦外虚化, 纹理, 微距, 极简, 艺术, 经典"
38855700,蓝盘烤猪排配酸菜，家常美味,"猪排, 烤肉, 酸菜, 餐盘, 蓝色盘子, 家常菜, 叉子, 木桌, 治愈系美食, 丰盛餐食, 自制, 晚餐, 特写, 乡村桌子, 肉类菜肴, 咸味, 欧式美食, 美味, 配菜, 餐桌布置"
38971384,加利西亚福斯，烟花点亮夜空,"烟花, 福斯, 加利西亚, 西班牙, 夜空, 庆祝, 节日, 庆典, 人群, 露台, 彩色烟雾, 烟火, 夏日节庆, 地方节日, 紫色, 绿色, 夜景, 街头派对, 观众, 酒窖"
38971694,吉普斯夸，薄雾山峰掩映林间,"吉普斯夸, 巴斯克地区, 圣塞巴斯蒂安, 山, 山峰, 薄雾, 雾, 树木, 森林, 自然, 风景, 徒步, 绿色, 忧郁, 氛围感, 西班牙, 荒野, 风景如画"
38973353,毕尔巴鄂附近，暮色中蒸汽升腾的工厂,"毕尔巴鄂, 西班牙, 工业, 工厂, 蒸汽, 起重机, 施工, 巴斯克地区, 黄昏, 黄金时刻, 烟, 桉树, 山丘, 傍晚光线, 城市景观, 制造业, 港口, 薄雾"
38973354,毕尔巴鄂附近，炼油厂火炬俯瞰海岸,"毕尔巴鄂, 西班牙, 炼油厂, 燃气火炬, 工业, 海岸, 巴斯克地区, 大海, 海景, 能量, 石油工业, 汽车, 交通, 蓝天, 海岸线, 悬崖, 工业景观, 电线, 烟囱, 地平线"
38993391,加利西亚天际，日偏食初现,"日食, 偏食, 加利西亚, 西班牙, 太阳, 月亮, 天文学, 日牙, 天空, 2026日食, 天文事件, 橙色光辉, 太空, 天文摄影, 日月, 科学, 罕见事件, 白天, 现象, 观星"
38993497,加利西亚日食，月牙渐深,"日食, 偏食, 加利西亚, 西班牙, 太阳, 月亮, 日牙, 天文学, 2026日食, 天文事件, 橙色光辉, 太空, 天文摄影, 蛾眉月, 日月, 科学, 罕见事件, 现象, 观星, 天空"
38993636,日食渐显蛾眉，天色渐暗,"日食, 偏食, 加利西亚, 西班牙, 太阳, 月亮, 蛾眉月, 天文学, 渐暗天空, 2026日食, 天文事件, 太空, 天文摄影, 日月, 科学, 罕见事件, 现象, 观星, 戏剧性天空, 黄昏般光线"
38994579,公路旅行途中，挡风玻璃外的炽烈日落,"日落, 公路旅行, 车内, 方向盘, 剪影, 孤独, 驾驶, 黄昏, 橙色天空, 智能手机, 傍晚驾车, 黄金时刻, 地平线, 旅行, 挡风玻璃视角, 氛围感, 忧郁, 红色天空, 旅程, 倒影"
38995522,加利西亚日全食，日冕清晰可见,"日全食, 日冕, 色球层, 日珥, 加利西亚, 西班牙, 太阳, 月亮, 全食, 天文学, 天文事件, 2026日食, 太空, 天文摄影, 黑色太阳, 科学, 罕见事件, 现象, 夜空, 红色闪光"
39151960,波城附近，茂林中的干涸溪床,"波城, 法国, 比利牛斯山, 森林, 溪床, 岩石, 溪流, 自然步道, 徒步, 绿色, 蕨类植物, 苔藓, 林地, 石头, 法国自然, 比利牛斯-大西洋省, 户外, 荒野, 小路, 夏日森林"
39151961,波城附近，常春藤覆盖的林间倒木,"波城, 法国, 比利牛斯山, 森林, 常春藤, 倒木, 土路, 蕨类植物, 苔藓, 林地, 自然步道, 绿色, 徒步, 法国自然, 比利牛斯-大西洋省, 灌木丛, 荒野, 户外, 叶丛, 焦外虚化"
39151962,波城附近，干涸沟壑小径穿行绿林,"波城, 法国, 比利牛斯山, 沟壑, 干涸溪流, 森林, 岩石, 徒步小径, 绿色, 林地, 自然步道, 石头, 比利牛斯-大西洋省, 法国自然, 荒野, 户外, 小路, 夏日森林, 树冠, 茂盛绿植"
